" 44034","Chapelle-Saint-Sauveur"," 343646"," 1"," 3801","Hockey en salle / Hockey sur gazon","Oui","Oui","Non","Scolaire"
" 44034","Chapelle-Saint-Sauveur"," 343646"," 1"," 2901","Football / Football en salle (Futsal)","Oui","Oui","Non","Scolaire"
" 44034","Chapelle-Saint-Sauveur"," 343646"," 1"," 8201","Tir à l'arc","Oui","Oui","Non","Scolaire"
" 44034","Chapelle-Saint-Sauveur"," 343646"," 1"," 3701","Handball / Mini hand / Handball de plage","Oui","Oui","Non","Scolaire"
" 44034","Chapelle-Saint-Sauveur"," 344373"," 1"," 5501","Pêche au coup en eau douce","Oui","Oui","Non","Compétition départementale"
" 44034","Chapelle-Saint-Sauveur"," 344375"," 1"," 6201","Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44035","Chapelle-sur-Erdre"," 66700"," 1"," 6401","Rugby à 15 / Rugby à 7","Oui","Oui","Non","Compétition départementale"
" 44035","Chapelle-sur-Erdre"," 66701"," 1"," 503","Course sur piste","Oui","Oui","Non","Entrainement"
" 44035","Chapelle-sur-Erdre"," 66701"," 1"," 501","Saut","Oui","Oui","Non","Entrainement"
" 44035","Chapelle-sur-Erdre"," 66701"," 1"," 502","Lancer","Oui","Oui","Non","Entrainement"
" 44035","Chapelle-sur-Erdre"," 66702"," 1"," 2901","Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
" 44035","Chapelle-sur-Erdre"," 66703"," 1"," 6001","Pétanque et jeu provencal","Oui","Oui","Non","Compétition départementale"
" 44035","Chapelle-sur-Erdre"," 67037"," 1"," 3402","Gymnastique Rythmique","Oui","Oui","Non","Compétition départementale"
" 44035","Chapelle-sur-Erdre"," 67037"," 1"," 3501","Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44035","Chapelle-sur-Erdre"," 67037"," 1"," 3403","Gymnastique Aérobic","Oui","Oui","Non","Compétition départementale"
" 44035","Chapelle-sur-Erdre"," 67037"," 1"," 3405","Trampoline / Double mini-tramp","Oui","Oui","Non","Compétition départementale"
" 44035","Chapelle-sur-Erdre"," 67037"," 1"," 3404","Expression gymnique","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44035","Chapelle-sur-Erdre"," 67037"," 1"," 3401","Gymnastique Artistique","Oui","Oui","Non","Compétition départementale"
" 44035","Chapelle-sur-Erdre"," 67038"," 1"," 6304","Hockey sur patins en ligne / Hockey sur patins","Oui","Oui","Non","Compétition nationale"
" 44035","Chapelle-sur-Erdre"," 67038"," 1"," 1101","Basket-Ball","Oui","Oui","Non","Compétition départementale"
" 44035","Chapelle-sur-Erdre"," 67039"," 1"," 1101","Basket-Ball","Oui","Oui","Non","Compétition régionale"
" 44035","Chapelle-sur-Erdre"," 67039"," 1"," 8801","Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Oui","Non","Entrainement"
" 44035","Chapelle-sur-Erdre"," 67039"," 1"," 3701","Handball / Mini hand / Handball de plage","Oui","Oui","Non","Entrainement"
" 44035","Chapelle-sur-Erdre"," 67039"," 1"," 3501","Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44035","Chapelle-sur-Erdre"," 67039"," 1"," 2901","Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
" 44035","Chapelle-sur-Erdre"," 67039"," 1"," 6301","Patinage artistique et danse sur roulettes","Oui","Oui","Non","Compétition départementale"
" 44035","Chapelle-sur-Erdre"," 67039"," 1"," 701","Badminton, Jeu de volant","Oui","Oui","Non","Entrainement"
" 44035","Chapelle-sur-Erdre"," 67280"," 1"," 6401","Rugby à 15 / Rugby à 7","Oui","Oui","Non","Compétition départementale"
" 44035","Chapelle-sur-Erdre"," 69427"," 1"," 2901","Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
" 44035","Chapelle-sur-Erdre"," 69712"," 1"," 503","Course sur piste","Oui","Oui","Non","Compétition régionale"
" 44035","Chapelle-sur-Erdre"," 69712"," 1"," 501","Saut","Oui","Oui","Non","Compétition régionale"
" 44035","Chapelle-sur-Erdre"," 69712"," 1"," 502","Lancer","Oui","Oui","Non","Compétition régionale"
" 44035","Chapelle-sur-Erdre"," 69713"," 1"," 2901","Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition régionale"
" 44035","Chapelle-sur-Erdre"," 69714"," 1"," 2901","Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
" 44035","Chapelle-sur-Erdre"," 69714"," 1"," 502","Lancer","Oui","Oui","Non","Compétition régionale"
" 44035","Chapelle-sur-Erdre"," 70756"," 1"," 6306","Planche à roulettes (Skate)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44035","Chapelle-sur-Erdre"," 70756"," 1"," 6301","Patinage artistique et danse sur roulettes","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44035","Chapelle-sur-Erdre"," 72583"," 2"," 7901","Tennis","Oui","Oui","Non","Compétition régionale"
" 44035","Chapelle-sur-Erdre"," 72584"," 1"," 7901","Tennis","Oui","Oui","Non","Compétition régionale"
" 44035","Chapelle-sur-Erdre"," 72585"," 1"," 7901","Tennis","Oui","Oui","Non","Compétition régionale"
" 44035","Chapelle-sur-Erdre"," 73128"," 1"," 701","Badminton, Jeu de volant","Oui","Oui","Non","Compétition nationale"
" 44035","Chapelle-sur-Erdre"," 73128"," 1"," 2901","Football / Football en salle (Futsal)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44035","Chapelle-sur-Erdre"," 73128"," 1"," 3701","Handball / Mini hand / Handball de plage","Oui","Oui","Non","Compétition régionale"
" 44035","Chapelle-sur-Erdre"," 73128"," 1"," 8801","Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44035","Chapelle-sur-Erdre"," 73129"," 1"," 4301","Judo / Jujitsu / Taïso","Oui","Oui","Non","Compétition départementale"
